"FAWN Station","Period","10m T avg (F)","10m T min (F)","10m T max (F)","RelHum avg 2m  (pct)","2m Rain tot (in)","2m Rain max over 15min (in)","SolRad avg2m  (w/m^2)","N (# obs)"
"Alachua","28 Jan 2013","66.18","56.68","76.64","82","0.00","0.00","134.17","96"
"Alachua","29 Jan 2013","69.43","62.13","79.09","83","0.03","0.02","130.14","96"
"Alachua","30 Jan 2013","72.03","54.88","80.58","76","0.10","0.06","151.35","96"
"Alachua","31 Jan 2013","49.63","37.08","56.91","63","0.01","0.01","185.87","96"
"Alachua","1 Feb 2013","49.19","30.67","63.25","61","0.00","0.00","149.00","96"
"Alachua","2 Feb 2013","47.16","32.94","65.98","55","0.00","0.00","186.00","96"
"Alachua","3 Feb 2013","49.08","34.03","65.55","64","0.00","0.00","181.86","96"
"Alachua","4 Feb 2013","49.22","34.44","63.68","70","0.00","0.00","110.63","96"
"Alachua","5 Feb 2013","55.44","38.65","68.74","75","0.00","0.00","113.18","96"
"Alachua","6 Feb 2013","62.07","56.41","69.94","85","0.00","0.00","91.70","96"
"Alachua","7 Feb 2013","65.37","56.21","75.85","89","0.22","0.06","71.48","96"
"Alachua","8 Feb 2013","60.56","52.02","68.68","86","0.00","0.00","154.43","96"
"Alachua","9 Feb 2013","56.07","47.17","67.59","78","0.00","0.00","189.44","96"
"Alachua","10 Feb 2013","61.23","46.83","74.23","75","0.00","0.00","142.89","96"
"Alachua","11 Feb 2013","68.98","62.33","77.52","78","0.00","0.00","140.49","96"
"Alachua","12 Feb 2013","70.65","64.99","79.29","86","0.00","0.00","123.61","96"
"Alachua","13 Feb 2013","69.95","61.90","73.08","89","0.07","0.03","40.32","96"
"Alachua","14 Feb 2013","51.99","45.66","61.25","93","0.11","0.02","45.30","96"
"Alachua","15 Feb 2013","49.34","38.08","65.12","78","0.01","0.01","207.14","96"
"Alachua","16 Feb 2013","47.45","40.90","55.45","73","0.00","0.00","110.37","96"
"Alachua","17 Feb 2013","38.32","28.13","51.44","52","0.00","0.00","212.63","96"
"Alachua","18 Feb 2013","43.93","23.84","62.94","65","0.00","0.00","208.37","96"
"Alachua","19 Feb 2013","61.27","43.43","73.40","74","0.00","0.00","164.18","96"
"Alachua","20 Feb 2013","56.06","45.95","66.96","62","0.00","0.00","186.00","96"
"Alachua","21 Feb 2013","58.81","41.00","76.95","71","0.00","0.00","189.33","96"
"Alachua","22 Feb 2013","68.68","56.17","83.01","78","0.00","0.00","162.25","96"
"Alachua","23 Feb 2013","70.50","62.28","78.69","87","0.50","0.24","103.81","96"
"Alachua","24 Feb 2013","64.94","58.82","71.51","90","0.02","0.01","87.72","96"
"Alachua","25 Feb 2013","61.42","57.15","67.89","96","0.72","0.13","37.94","96"
"Alachua","26 Feb 2013","66.37","59.34","73.08","84","0.87","0.50","144.47","96"
"Alachua","27 Feb 2013","58.58","51.28","68.31","68","0.00","0.00","183.56","96"
"Alachua","28 Feb 2013","56.37","45.37","68.27","69","0.00","0.00","220.03","96"
"Alachua","1 Mar 2013","51.45","45.61","57.67","57","0.00","0.00","153.97","96"
"Alachua","2 Mar 2013","43.53","33.72","52.30","64","0.00","0.00","223.72","96"
"Alachua","3 Mar 2013","38.19","29.98","46.18","70","0.00","0.00","137.55","96"
"Alachua","4 Mar 2013","45.32","28.29","64.09","61","0.00","0.00","229.39","96"
"Alachua","5 Mar 2013","55.68","37.31","71.20","73","0.00","0.00","206.06","96"
"Alachua","6 Mar 2013","52.35","41.96","66.27","54","0.00","0.00","236.82","96"
"Alachua","7 Mar 2013","47.85","35.10","64.62","64","0.00","0.00","235.53","96"
"Alachua","8 Mar 2013","53.34","33.47","72.99","64","0.00","0.00","233.51","96"
"Alachua","9 Mar 2013","54.96","36.67","70.95","72","0.00","0.00","197.06","96"
"Alachua","10 Mar 2013","62.04","48.06","76.41","71","0.00","0.00","218.38","96"
"Alachua","11 Mar 2013","65.02","54.79","74.39","74","0.00","0.00","135.51","96"
"Alachua","12 Mar 2013","62.29","49.28","67.93","83","0.21","0.03","86.32","96"
"Alachua","13 Mar 2013","56.85","46.83","69.04","52","0.00","0.00","246.56","96"
"Alachua","14 Mar 2013","49.56","36.31","61.88","49","0.00","0.00","247.00","96"
"Alachua","15 Mar 2013","52.78","32.77","72.12","59","0.00","0.00","229.25","96"
"Alachua","16 Mar 2013","59.57","42.57","75.40","65","0.00","0.00","234.38","96"
"Alachua","17 Mar 2013","60.10","44.85","71.71","75","0.07","0.02","149.65","96"
"Alachua","18 Mar 2013","66.32","58.33","75.92","87","0.03","0.01","120.81","96"
"Alachua","19 Mar 2013","67.31","58.44","78.49","81","0.36","0.08","188.01","96"
"Alachua","20 Mar 2013","60.67","50.47","69.91","81","0.53","0.19","132.47","96"
"Alachua","21 Mar 2013","51.58","39.32","66.09","66","0.01","0.01","221.69","96"
"Alachua","22 Mar 2013","54.65","40.36","67.41","65","0.00","0.00","162.48","96"
"Alachua","23 Mar 2013","61.70","51.87","73.81","94","1.34","0.33","34.96","96"
"Alachua","24 Mar 2013","71.23","64.06","80.67","87","0.56","0.40","131.38","96"
"Alachua","25 Mar 2013","56.52","46.89","64.06","49","0.00","0.00","256.10","96"
"Alachua","26 Mar 2013","45.29","37.14","54.41","54","0.00","0.00","259.99","96"
"Alachua","27 Mar 2013","44.85","33.51","59.41","63","0.00","0.00","263.27","96"
"Alachua","28 Mar 2013","49.72","32.74","67.48","63","0.00","0.00","257.32","96"
"Alachua","29 Mar 2013","55.15","36.00","73.24","64","0.00","0.00","251.99","96"
"Alachua","30 Mar 2013","59.02","39.94","73.89","63","0.00","0.00","249.81","96"
"Alachua","31 Mar 2013","64.72","50.25","76.28","70","0.00","0.00","228.31","96"
"Alachua","1 Apr 2013","68.71","58.69","79.21","77","0.02","0.01","194.45","96"
"Alachua","2 Apr 2013","66.62","51.06","81.05","63","0.00","0.00","257.19","96"
"Alachua","3 Apr 2013","65.40","55.72","78.30","85","0.65","0.17","122.14","96"
"Alachua","4 Apr 2013","68.60","63.86","73.35","88","0.14","0.06","105.28","96"
"Alachua","5 Apr 2013","59.38","51.75","64.89","94","0.15","0.11","54.50","96"
"Alachua","6 Apr 2013","58.89","45.21","71.78","78","0.01","0.01","256.71","96"
"Alachua","7 Apr 2013","65.02","52.79","78.85","76","0.00","0.00","214.96","96"
"Alachua","8 Apr 2013","68.76","53.62","84.83","72","0.00","0.00","263.47","96"
"Alachua","9 Apr 2013","70.63","56.59","83.41","75","0.00","0.00","208.76","96"
"Alachua","10 Apr 2013","71.17","56.35","84.87","73","0.00","0.00","263.64","96"
"Alachua","11 Apr 2013","75.97","67.59","85.77","80","0.01","0.01","199.07","96"
"Alachua","12 Apr 2013","75.49","71.58","82.24","81","0.00","0.00","156.05","96"
"Alachua","13 Apr 2013","70.00","59.61","82.08","61","0.00","0.00","261.14","96"
"Alachua","14 Apr 2013","65.26","59.16","71.87","88","0.54","0.33","83.19","96"
"Alachua","15 Apr 2013","71.10","59.18","83.80","80","0.01","0.01","236.94","96"
"Alachua","16 Apr 2013","72.19","61.63","84.22","79","0.00","0.00","260.79","96"
"Alachua","17 Apr 2013","70.89","63.97","80.33","84","0.00","0.00","188.97","96"
"Alachua","18 Apr 2013","73.18","60.87","84.85","77","0.00","0.00","253.46","96"
"Alachua","19 Apr 2013","76.33","61.61","85.80","81","0.06","0.05","223.41","96"
"Alachua","20 Apr 2013","53.67","49.10","61.25","92","0.71","0.12","78.62","96"
"Alachua","21 Apr 2013","60.27","49.19","68.43","90","0.14","0.07","114.96","96"
"Alachua","22 Apr 2013","61.50","54.03","64.67","92","0.00","0.00","69.48","96"
"Alachua","23 Apr 2013","64.00","52.90","76.53","77","0.00","0.00","283.88","96"
"Alachua","24 Apr 2013","68.26","53.08","83.97","76","0.00","0.00","287.45","96"
"Alachua","25 Apr 2013","71.18","57.02","83.61","78","0.00","0.00","253.50","96"
"Alachua","26 Apr 2013","70.46","59.92","80.60","76","0.00","0.00","268.83","96"
"Alachua","27 Apr 2013","69.61","57.61","81.45","72","0.00","0.00","248.69","96"
"Alachua","28 Apr 2013","71.66","61.41","81.30","77","0.00","0.00","248.57","96"
"Alachua","29 Apr 2013","71.34","62.33","80.56","78","0.00","0.00","163.58","96"
"Alachua","30 Apr 2013","71.85","62.60","84.96","80","0.00","0.00","242.05","96"
"Alachua","1 May 2013","68.46","63.84","75.92","89","0.00","0.00","91.72","96"
"Alachua","2 May 2013","68.33","65.57","73.98","92","0.88","0.26","113.51","96"
"Alachua","3 May 2013","66.26","64.83","68.20","95","2.90","0.25","74.91","96"
"Alachua","4 May 2013","67.41","64.02","70.34","96","0.17","0.02","94.17","96"
"Alachua","5 May 2013","64.02","55.00","74.05","74","0.01","0.01","294.18","96"
"Alachua","6 May 2013","61.21","51.87","69.73","70","0.00","0.00","306.35","96"
"Alachua","7 May 2013","63.47","51.87","74.48","79","0.00","0.00","219.02","96"
"Alachua","8 May 2013","67.51","54.64","77.32","77","0.00","0.00","254.02","96"
"Alachua","9 May 2013","70.88","59.85","83.89","76","0.00","0.00","244.63","96"
"Alachua","10 May 2013","71.95","57.42","86.79","73","0.00","0.00","266.19","96"
"Alachua","11 May 2013","71.19","62.24","83.23","87","0.21","0.06","179.55","96"
"Alachua","12 May 2013","72.89","65.28","82.22","82","0.01","0.01","236.12","96"
"Alachua","13 May 2013","66.85","52.56","75.79","61","0.00","0.00","264.48","96"
"Alachua","14 May 2013","64.48","46.47","78.53","59","0.00","0.00","312.25","96"
"Alachua","15 May 2013","69.11","51.57","84.31","68","0.00","0.00","302.72","96"
"Alachua","16 May 2013","72.31","59.25","83.61","75","0.00","0.00","236.19","96"
"Alachua","17 May 2013","75.33","62.15","87.26","71","0.00","0.00","275.09","96"
"Alachua","18 May 2013","77.27","66.24","88.68","74","0.00","0.00","253.92","96"
"Alachua","19 May 2013","76.21","68.56","89.51","81","0.00","0.00","228.41","96"
"Alachua","20 May 2013","73.82","66.76","86.14","87","0.96","0.42","213.97","96"
"Alachua","21 May 2013","71.75","63.55","83.23","90","0.01","0.01","212.38","96"
"Alachua","22 May 2013","73.88","66.22","83.43","86","0.00","0.00","232.45","96"
"Alachua","23 May 2013","77.43","65.12","88.21","76","0.00","0.00","267.89","96"
"Alachua","24 May 2013","77.35","64.72","87.98","69","0.00","0.00","292.53","96"
"Alachua","25 May 2013","71.35","57.97","83.25","66","0.00","0.00","297.15","96"
"Alachua","26 May 2013","71.39","54.05","83.89","65","0.00","0.00","296.46","96"
"Alachua","27 May 2013","72.49","56.62","85.06","70","0.00","0.00","303.82","96"
"Alachua","28 May 2013","73.31","58.86","85.32","77","0.00","0.00","271.00","96"
"Alachua","29 May 2013","76.67","66.29","86.56","80","0.00","0.00","249.01","96"
"Alachua","30 May 2013","77.83","69.75","86.00","78","0.00","0.00","270.02","96"
"Alachua","31 May 2013","76.27","68.16","83.91","81","0.00","0.00","220.55","96"
"Alachua","1 Jun 2013","77.05","68.02","86.67","81","0.00","0.00","240.61","96"
"Alachua","2 Jun 2013","77.73","72.39","90.34","86","0.91","0.53","215.20","96"
"Alachua","3 Jun 2013","77.32","69.51","87.60","88","0.62","0.46","253.90","96"
"Alachua","4 Jun 2013","75.05","71.29","83.07","94","1.13","0.70","163.09","96"
"Alachua","5 Jun 2013","73.28","70.92","81.86","95","0.30","0.14","110.52","96"
"Alachua","6 Jun 2013","73.23","70.83","77.47","97","1.42","0.18","67.53","96"
"Alachua","7 Jun 2013","77.09","69.12","85.53","85","0.22","0.08","245.95","96"
"Alachua","8 Jun 2013","78.32","71.40","88.88","84","0.00","0.00","222.90","96"
"Alachua","9 Jun 2013","76.22","70.63","87.55","91","1.02","0.58","198.40","96"
"Alachua","10 Jun 2013","77.72","71.91","88.12","89","0.16","0.04","201.61","96"
"Alachua","11 Jun 2013","79.25","71.17","90.46","85","0.00","0.00","232.00","96"
"Alachua","12 Jun 2013","81.93","72.72","92.79","79","0.00","0.00","275.32","96"
"Alachua","13 Jun 2013","81.72","75.31","90.64","83","0.00","0.00","266.10","96"
"Alachua","14 Jun 2013","78.49","71.17","86.81","89","0.79","0.60","207.77","96"
"Alachua","15 Jun 2013","77.60","71.22","84.31","80","0.00","0.00","230.32","96"
"Alachua","16 Jun 2013","78.31","70.61","87.28","85","0.01","0.01","217.77","96"
"Alachua","17 Jun 2013","80.46","73.38","90.55","82","0.01","0.01","264.81","96"
"Alachua","18 Jun 2013","79.86","70.45","88.59","81","0.00","0.00","269.58","96"
"Alachua","19 Jun 2013","81.21","72.66","90.05","80","0.00","0.00","249.63","96"
"Alachua","20 Jun 2013","77.55","72.16","88.11","88","0.00","0.00","193.04","96"
"Alachua","21 Jun 2013","74.99","69.24","86.94","92","2.49","1.00","176.16","96"
"Alachua","22 Jun 2013","75.06","67.86","85.24","91","0.31","0.11","198.07","96"
"Alachua","23 Jun 2013","80.14","71.47","89.51","81","0.00","0.00","267.86","96"
"Alachua","24 Jun 2013","79.67","71.76","90.90","81","0.08","0.03","253.25","96"
"Alachua","25 Jun 2013","78.22","70.95","88.90","86","0.01","0.01","228.29","96"
"Alachua","26 Jun 2013","78.18","70.56","91.11","86","3.11","1.45","219.96","96"
"Alachua","27 Jun 2013","77.63","68.61","87.78","90","0.30","0.15","216.10","96"
"Alachua","28 Jun 2013","78.18","74.88","86.52","89","0.00","0.00","144.97","96"
"Alachua","29 Jun 2013","77.27","72.39","83.10","92","1.14","0.39","124.25","96"
"Alachua","30 Jun 2013","77.34","73.54","83.98","91","0.51","0.36","187.71","96"
"Alachua","1 Jul 2013","73.90","71.31","80.62","96","1.38","0.40","74.69","96"
"Alachua","2 Jul 2013","75.15","71.67","84.90","93","0.86","0.19","160.93","96"
"Alachua","3 Jul 2013","76.89","72.52","88.50","90","0.15","0.06","207.29","96"
"Alachua","4 Jul 2013","75.86","70.27","84.24","92","0.56","0.23","155.40","96"
"Alachua","5 Jul 2013","75.79","71.08","86.74","93","0.17","0.07","188.99","96"
"Alachua","6 Jul 2013","79.45","72.97","88.59","86","0.20","0.15","231.26","96"
"Alachua","7 Jul 2013","79.45","72.16","88.88","85","0.03","0.01","250.53","96"
"Alachua","8 Jul 2013","80.73","71.94","90.19","80","0.00","0.00","270.48","96"
"Alachua","9 Jul 2013","80.95","72.10","90.93","79","0.00","0.00","267.40","96"
"Alachua","10 Jul 2013","79.93","71.85","90.57","80","0.00","0.00","273.20","96"
"Alachua","11 Jul 2013","78.15","71.47","86.72","86","0.00","0.00","212.71","96"
"Alachua","12 Jul 2013","76.16","71.37","84.40","91","1.32","0.34","178.22","96"
"Alachua","13 Jul 2013","74.32","70.81","82.72","95","0.23","0.03","120.20","96"
"Alachua","14 Jul 2013","76.42","71.06","83.79","91","0.00","0.00","213.93","96"
"Alachua","15 Jul 2013","76.54","71.58","81.01","92","0.02","0.01","140.04","96"
"Alachua","16 Jul 2013","79.08","72.88","86.99","84","0.00","0.00","257.81","96"
"Alachua","17 Jul 2013","79.57","72.48","88.79","82","0.00","0.00","249.75","96"
"Alachua","18 Jul 2013","78.36","71.65","88.95","84","0.00","0.00","225.04","96"
"Alachua","19 Jul 2013","75.41","70.95","83.50","91","1.05","0.40","176.47","96"
"Alachua","20 Jul 2013","74.50","71.02","84.40","95","1.08","0.48","133.27","96"
"Alachua","21 Jul 2013","77.22","71.15","85.89","93","0.18","0.06","166.10","96"
"Alachua","22 Jul 2013","76.26","72.03","85.51","95","0.46","0.10","121.60","96"
"Alachua","23 Jul 2013","75.79","71.64","83.95","96","1.47","0.89","109.93","96"
"Alachua","24 Jul 2013","75.56","70.92","82.80","96","0.68","0.12","121.47","96"
"Alachua","25 Jul 2013","77.70","72.01","84.58","90","0.00","0.00","205.39","96"
"Alachua","26 Jul 2013","80.90","73.62","92.80","83","0.00","0.00","271.18","96"
"Alachua","27 Jul 2013","81.09","73.81","90.84","82","0.00","0.00","253.38","96"
"Alachua","28 Jul 2013","78.17","73.27","87.75","87","0.00","0.00","180.23","96"
"Alachua","29 Jul 2013","80.30","71.35","90.91","82","0.00","0.00","283.16","96"
"Alachua","30 Jul 2013","80.16","74.07","91.71","87","0.25","0.07","204.74","96"
"Alachua","31 Jul 2013","77.18","72.12","89.73","91","0.57","0.30","203.25","96"
"Alachua","1 Aug 2013","76.06","72.30","86.04","92","0.05","0.01","144.12","96"
"Alachua","2 Aug 2013","79.77","70.81","89.96","85","0.20","0.15","222.78","96"
"Alachua","3 Aug 2013","80.83","72.72","88.30","85","0.00","0.00","240.24","96"
"Alachua","4 Aug 2013","82.21","75.61","89.20","86","0.00","0.00","245.35","96"
"Alachua","5 Aug 2013","83.15","77.13","92.39","83","0.00","0.00","262.25","96"
"Alachua","6 Aug 2013","80.09","74.03","91.67","88","0.04","0.03","225.00","96"
"Alachua","7 Aug 2013","79.72","74.73","87.91","90","0.00","0.00","162.11","96"
"Alachua","8 Aug 2013","80.45","74.97","90.00","86","0.04","0.03","221.64","96"
"Alachua","9 Aug 2013","79.39","71.44","88.30","88","0.27","0.20","214.34","96"
"Alachua","10 Aug 2013","80.38","71.73","91.17","84","0.00","0.00","244.20","96"
"Alachua","11 Aug 2013","83.18","73.81","93.78","80","0.02","0.01","242.35","96"
"Alachua","12 Aug 2013","83.52","73.36","94.42","78","0.01","0.01","264.99","96"
"Alachua","13 Aug 2013","82.55","73.83","92.95","79","0.00","0.00","244.25","96"
"Alachua","14 Aug 2013","82.47","74.28","92.37","81","0.00","0.00","249.47","96"
"Alachua","15 Aug 2013","80.61","73.87","90.32","83","0.03","0.03","223.80","96"
"Alachua","16 Aug 2013","76.63","73.24","84.56","94","0.43","0.20","120.74","96"
"Alachua","17 Aug 2013","77.38","73.22","88.34","93","0.23","0.06","162.92","96"
"Alachua","18 Aug 2013","76.87","72.05","87.98","93","0.12","0.04","194.34","96"
"Alachua","19 Aug 2013","80.10","73.42","90.25","87","0.12","0.06","245.54","96"
"Alachua","20 Aug 2013","78.34","72.68","90.41","90","0.05","0.01","175.89","96"
"Alachua","21 Aug 2013","78.16","70.65","86.67","90","0.01","0.01","173.77","96"
"Alachua","22 Aug 2013","75.85","72.30","84.60","97","0.33","0.05","78.11","96"
"Alachua","23 Aug 2013","74.00","71.31","85.21","97","0.73","0.22","96.54","96"
"Alachua","24 Aug 2013","76.86","71.80","84.99","94","0.04","0.02","143.62","96"
"Alachua","25 Aug 2013","75.05","71.65","80.89","96","0.12","0.08","108.66","96"
"Alachua","26 Aug 2013","77.03","69.96","86.45","88","0.01","0.01","222.83","96"
"Alachua","27 Aug 2013","77.83","71.08","85.77","85","0.00","0.00","206.09","96"
"Alachua","28 Aug 2013","78.44","68.86","89.24","81","0.00","0.00","240.47","96"
"Alachua","29 Aug 2013","79.82","70.59","89.82","81","0.00","0.00","249.91","96"
"Alachua","30 Aug 2013","81.37","73.85","93.00","81","0.00","0.00","241.53","96"
"Alachua","31 Aug 2013","77.89","71.40","88.27","89","0.02","0.01","155.62","96"
"Alachua","1 Sep 2013","79.01","72.34","88.59","86","0.00","0.00","201.45","96"
"Alachua","2 Sep 2013","78.51","72.37","88.79","87","0.00","0.00","201.77","96"
"Alachua","3 Sep 2013","78.87","72.23","88.16","91","0.36","0.34","171.84","96"
"Alachua","4 Sep 2013","80.04","71.92","91.89","84","0.22","0.17","236.81","96"
"Alachua","5 Sep 2013","80.93","70.86","92.19","80","0.01","0.01","238.73","96"
"Alachua","6 Sep 2013","76.25","69.60","91.89","88","0.52","0.17","175.39","96"
"Alachua","7 Sep 2013","76.50","66.43","89.19","85","0.01","0.01","237.43","96"
"Alachua","8 Sep 2013","77.01","66.79","88.57","81","0.00","0.00","234.89","96"
"Alachua","9 Sep 2013","76.98","66.51","88.05","80","0.00","0.00","235.33","93"
"Alachua","10 Sep 2013","76.78","66.94","87.04","81","0.00","0.00","224.87","93"
"Alachua","11 Sep 2013","76.22","69.69","85.68","88","0.03","0.02","148.11","93"
"Alachua","12 Sep 2013","78.05","69.60","88.77","84","0.00","0.00","223.47","93"
"Alachua","13 Sep 2013","78.94","69.08","90.45","80","0.00","0.00","248.24","93"
"Alachua","14 Sep 2013","79.78","69.17","91.65","80","0.00","0.00","227.06","93"
"Alachua","15 Sep 2013","79.88","71.17","90.25","84","0.00","0.00","199.22","96"
"Alachua","16 Sep 2013","79.06","71.67","90.81","85","0.01","0.01","216.54","96"
"Alachua","17 Sep 2013","77.43","69.62","86.41","87","0.00","0.00","193.95","96"
"Alachua","18 Sep 2013","75.22","68.90","81.66","89","0.00","0.00","153.21","96"
"Alachua","19 Sep 2013","74.90","68.02","86.56","87","0.00","0.00","194.62","96"
"Alachua","20 Sep 2013","75.43","65.97","86.50","83","0.00","0.00","208.51","96"
"Alachua","21 Sep 2013","76.98","67.23","87.30","82","0.00","0.00","194.31","96"
"Alachua","22 Sep 2013","74.06","72.14","79.72","96","0.37","0.05","69.07","96"
"Alachua","23 Sep 2013","74.11","71.78","79.45","98","0.38","0.04","61.64","96"
"Alachua","24 Sep 2013","75.59","73.08","80.10","98","0.29","0.05","64.63","96"
"Alachua","25 Sep 2013","75.60","70.48","82.78","94","0.03","0.01","121.14","96"
"Alachua","26 Sep 2013","74.74","69.71","82.53","91","0.00","0.00","163.35","96"
"Alachua","27 Sep 2013","72.50","64.76","82.22","84","0.00","0.00","205.88","96"
"Alachua","28 Sep 2013","71.03","66.88","76.44","90","0.00","0.00","103.91","96"
"Alachua","29 Sep 2013","72.88","65.17","82.74","84","0.00","0.00","191.58","96"
"Alachua","30 Sep 2013","72.72","66.33","81.91","87","0.00","0.00","137.37","96"
"Alachua","1 Oct 2013","73.88","67.01","83.46","82","0.00","0.00","176.04","96"
"Alachua","2 Oct 2013","72.85","63.46","83.07","81","0.00","0.00","214.12","96"
"Alachua","3 Oct 2013","74.91","65.23","86.02","85","0.01","0.01","169.93","96"
"Alachua","4 Oct 2013","77.57","68.67","88.59","83","0.00","0.00","195.70","96"
"Alachua","5 Oct 2013","76.57","67.82","87.13","85","0.00","0.00","186.53","96"
"Alachua","6 Oct 2013","77.17","68.32","87.93","84","0.00","0.00","177.95","96"
"Alachua","7 Oct 2013","75.84","70.41","83.89","92","0.63","0.29","106.98","96"
"Alachua","8 Oct 2013","72.78","65.57","80.33","93","0.01","0.01","106.65","96"
"Alachua","9 Oct 2013","64.18","59.11","69.01","93","0.00","0.00","93.52","96"
"Alachua","10 Oct 2013","67.85","55.90","82.69","83","0.00","0.00","209.38","96"
"Alachua","11 Oct 2013","69.56","57.78","82.83","81","0.00","0.00","209.96","96"
"Alachua","12 Oct 2013","70.48","61.43","82.54","81","0.00","0.00","181.95","96"
"Alachua","13 Oct 2013","70.71","56.30","84.63","78","0.00","0.00","193.03","96"
"Alachua","14 Oct 2013","69.20","62.44","77.45","89","0.00","0.00","151.92","96"
"Alachua","15 Oct 2013","68.41","66.52","70.52","92","0.00","0.00","45.35","96"
"Alachua","16 Oct 2013","72.33","63.30","83.12","87","0.00","0.00","142.62","96"
"Alachua","17 Oct 2013","73.93","64.83","85.53","86","0.00","0.00","159.66","96"
"Alachua","18 Oct 2013","74.24","63.50","87.94","85","0.00","0.00","155.03","96"
"Alachua","19 Oct 2013","74.70","66.54","84.79","90","0.25","0.14","134.33","96"
"Alachua","20 Oct 2013","71.84","64.00","80.28","84","0.00","0.00","161.36","96"
"Alachua","21 Oct 2013","73.62","65.34","85.14","89","0.00","0.00","128.17","96"
"Alachua","22 Oct 2013","72.66","70.07","78.08","97","0.03","0.01","55.55","96"
"Alachua","23 Oct 2013","65.40","52.39","74.75","81","0.02","0.01","177.63","96"
"Alachua","24 Oct 2013","57.00","48.22","70.70","75","0.00","0.00","146.94","94"
"Alachua","25 Oct 2013","58.85","45.19","73.76","78","0.00","0.00","181.08","96"
"Alachua","26 Oct 2013","56.66","44.30","72.48","76","0.00","0.00","181.64","96"
"Alachua","27 Oct 2013","57.41","42.47","74.57","78","0.00","0.00","181.23","96"
"Alachua","28 Oct 2013","62.85","46.62","78.91","80","0.00","0.00","175.35","96"
"Alachua","29 Oct 2013","65.86","53.02","79.32","83","0.00","0.00","160.78","96"
"Alachua","30 Oct 2013","68.11","56.88","80.87","85","0.00","0.00","136.34","96"
"Alachua","31 Oct 2013","70.08","58.77","83.01","85","0.00","0.00","143.06","96"
"Alachua","1 Nov 2013","73.65","63.99","80.49","87","0.00","0.00","89.74","96"
"Alachua","2 Nov 2013","65.97","53.13","74.82","90","1.31","0.19","79.39","96"
"Alachua","3 Nov 2013","58.31","48.87","69.17","72","0.00","0.00","185.15","96"
"Alachua","4 Nov 2013","60.97","52.72","71.74","81","0.00","0.00","122.30","96"
"Alachua","5 Nov 2013","63.49","59.04","68.20","92","0.00","0.00","79.27","96"
"Alachua","6 Nov 2013","69.29","64.98","76.42","90","0.00","0.00","119.47","96"
"Alachua","7 Nov 2013","70.46","65.86","80.56","87","0.00","0.00","126.25","96"
"Alachua","8 Nov 2013","59.12","49.10","67.80","73","0.00","0.00","170.33","96"
"Alachua","9 Nov 2013","61.57","48.38","75.65","82","0.00","0.00","151.56","96"
"Alachua","10 Nov 2013","64.07","56.59","76.68","88","0.00","0.00","139.04","96"
"Alachua","11 Nov 2013","64.43","53.06","78.06","83","0.00","0.00","157.17","96"
"Alachua","12 Nov 2013","64.37","57.78","75.45","84","0.00","0.00","108.41","96"
"Alachua","13 Nov 2013","48.08","40.90","60.01","68","0.00","0.00","101.33","96"
"Alachua","14 Nov 2013","52.33","36.95","68.43","79","0.00","0.00","135.22","96"
"Alachua","15 Nov 2013","59.62","53.17","64.60","98","0.10","0.01","30.97","96"
"Alachua","16 Nov 2013","65.93","60.24","73.87","95","0.01","0.01","79.20","96"
"Alachua","17 Nov 2013","71.42","66.33","79.39","93","0.04","0.01","92.51","96"
"Alachua","18 Nov 2013","70.74","66.11","75.74","98","0.01","0.01","44.96","96"
"Alachua","19 Nov 2013","62.83","55.67","71.20","75","0.00","0.00","148.00","96"
"Alachua","20 Nov 2013","61.39","54.66","70.29","90","0.00","0.00","56.25","96"
"Alachua","21 Nov 2013","66.38","61.07","74.26","93","0.00","0.00","68.59","96"
"Alachua","22 Nov 2013","68.21","63.12","77.95","93","0.00","0.00","90.38","96"
"Alachua","23 Nov 2013","68.13","56.23","79.47","86","0.00","0.00","133.65","96"
"Alachua","24 Nov 2013","54.81","44.02","65.71","74","0.00","0.00","91.01","96"
"Alachua","25 Nov 2013","56.42","42.91","71.01","79","0.00","0.00","120.95","96"
"Alachua","26 Nov 2013","69.14","62.94","75.97","93","1.29","0.19","33.42","96"
"Alachua","27 Nov 2013","51.68","33.67","69.40","90","0.08","0.08","62.81","96"
"Alachua","28 Nov 2013","41.91","28.66","56.32","82","0.00","0.00","158.56","96"
"Alachua","29 Nov 2013","51.85","39.91","66.22","76","0.00","0.00","152.29","96"
"Alachua","30 Nov 2013","56.76","49.82","67.37","88","0.00","0.00","104.44","96"
"Alachua","1 Dec 2013","59.39","50.00","72.59","88","0.00","0.00","135.47","96"
"Alachua","2 Dec 2013","59.87","51.22","69.69","87","0.00","0.00","129.84","96"
"Alachua","3 Dec 2013","59.96","45.63","74.75","86","0.00","0.00","138.98","96"
"Alachua","4 Dec 2013","66.59","57.09","79.00","91","0.00","0.00","129.81","96"
"Alachua","5 Dec 2013","69.07","57.67","81.52","87","0.03","0.03","129.08","96"
"Alachua","6 Dec 2013","71.57","64.22","81.88","87","0.00","0.00","120.13","96"
"Alachua","7 Dec 2013","71.51","64.24","81.81","89","0.00","0.00","127.25","96"
"Alachua","8 Dec 2013","70.02","60.96","80.51","88","0.00","0.00","115.20","96"
"Alachua","9 Dec 2013","71.75","63.54","81.72","87","0.00","0.00","128.91","96"
"Alachua","10 Dec 2013","67.73","52.99","78.87","91","0.33","0.17","73.12","96"
