"FAWN Station","Period","10m T avg (F)","10m T min (F)","10m T max (F)","RelHum avg 2m  (pct)","2m Rain tot (in)","2m Rain max over 15min (in)","SolRad avg2m  (w/m^2)","N (# obs)"
"Alachua","11 Dec 2013","57.27","47.57","66.81","83","0.00","0.00","100.19","96"
"Alachua","12 Dec 2013","54.54","38.95","64.63","65","0.00","0.00","150.05","96"
"Alachua","13 Dec 2013","52.04","35.63","67.21","84","0.00","0.00","131.11","96"
"Alachua","14 Dec 2013","64.69","51.84","75.60","94","1.15","0.17","55.61","96"
"Alachua","15 Dec 2013","58.57","45.59","65.50","93","0.45","0.07","64.91","96"
"Alachua","16 Dec 2013","45.06","35.45","59.45","83","0.00","0.00","149.97","96"
"Alachua","17 Dec 2013","47.39","33.16","67.57","78","0.00","0.00","150.28","96"
"Alachua","18 Dec 2013","47.33","35.74","63.86","76","0.00","0.00","149.77","96"
"Alachua","19 Dec 2013","49.81","31.93","70.84","84","0.00","0.00","147.21","96"
"Alachua","20 Dec 2013","61.66","45.23","78.53","85","0.00","0.00","134.35","96"
"Alachua","21 Dec 2013","71.80","62.10","82.31","84","0.00","0.00","131.79","96"
"Alachua","22 Dec 2013","72.88","66.72","81.75","89","0.00","0.00","93.25","96"
"Alachua","23 Dec 2013","71.80","60.87","80.82","91","0.00","0.00","86.53","96"
"Alachua","24 Dec 2013","52.12","38.17","59.99","75","0.00","0.00","149.08","96"
"Alachua","25 Dec 2013","48.03","35.24","65.07","85","0.00","0.00","129.65","96"
"Alachua","26 Dec 2013","52.84","49.03","62.55","88","0.00","0.00","82.81","96"
"Alachua","27 Dec 2013","53.71","49.32","59.41","91","0.00","0.00","46.41","96"
"Alachua","28 Dec 2013","61.61","51.85","70.30","92","0.02","0.02","45.18","96"
"Alachua","29 Dec 2013","67.52","56.82","72.75","95","1.11","0.36","44.43","96"
"Alachua","30 Dec 2013","55.47","45.81","66.02","85","0.00","0.00","135.60","96"
"Alachua","31 Dec 2013","55.32","51.37","61.45","85","0.00","0.00","62.42","96"
"Alachua","1 Jan 2014","54.39","50.09","58.14","97","1.18","0.15","22.03","96"
"Alachua","2 Jan 2014","59.47","52.02","64.38","98","0.64","0.11","30.33","96"
"Alachua","3 Jan 2014","38.49","31.36","51.17","62","0.00","0.00","154.66","96"
"Alachua","4 Jan 2014","44.92","31.68","57.90","86","0.00","0.00","95.47","96"
"Alachua","5 Jan 2014","61.75","49.55","76.12","88","0.00","0.00","127.15","96"
"Alachua","6 Jan 2014","51.78","34.90","65.86","78","0.05","0.02","64.55","96"
"Alachua","7 Jan 2014","31.08","24.10","38.11","44","0.00","0.00","152.00","96"
"Alachua","8 Jan 2014","39.21","28.26","52.52","71","0.00","0.00","49.16","96"
"Alachua","9 Jan 2014","54.77","46.63","63.41","95","0.07","0.02","58.49","96"
"Alachua","10 Jan 2014","67.35","59.61","77.11","95","0.03","0.02","78.08","96"
"Alachua","11 Jan 2014","68.57","63.05","75.25","96","0.82","0.48","45.11","96"
"Alachua","12 Jan 2014","55.49","42.88","64.85","71","0.00","0.00","161.48","96"
"Alachua","13 Jan 2014","57.34","38.87","72.82","84","0.04","0.02","129.29","96"
"Alachua","14 Jan 2014","60.13","47.68","68.40","92","1.48","0.44","76.01","96"
"Alachua","15 Jan 2014","50.82","39.01","60.51","78","0.00","0.00","120.97","96"
"Alachua","16 Jan 2014","41.97","32.90","50.49","62","0.00","0.00","162.99","96"
"Alachua","17 Jan 2014","47.43","30.13","63.61","82","0.00","0.00","143.11","96"
"Alachua","18 Jan 2014","43.75","32.84","52.32","54","0.00","0.00","167.61","96"
"Alachua","19 Jan 2014","46.93","31.60","62.55","85","0.04","0.02","116.38","96"
"Alachua","20 Jan 2014","50.73","35.26","65.59","77","0.00","0.00","163.00","96"
"Alachua","21 Jan 2014","57.30","46.94","66.69","80","0.00","0.00","109.41","96"
"Alachua","22 Jan 2014","38.73","30.31","48.99","59","0.00","0.00","168.22","96"
"Alachua","23 Jan 2014","40.00","28.57","52.48","65","0.00","0.00","142.61","96"
"Alachua","24 Jan 2014","40.59","34.15","48.15","47","0.00","0.00","158.03","96"
"Alachua","25 Jan 2014","47.68","37.89","59.23","78","0.00","0.00","89.30","96"
"Alachua","26 Jan 2014","51.32","39.32","63.48","85","0.00","0.00","117.45","96"
"Alachua","27 Jan 2014","60.09","46.31","72.16","81","0.00","0.00","151.56","96"
"Alachua","28 Jan 2014","56.52","43.90","63.07","98","0.10","0.05","30.28","96"
"Alachua","29 Jan 2014","37.70","33.93","43.94","96","0.30","0.05","26.78","96"
"Alachua","30 Jan 2014","38.18","32.89","45.46","89","0.02","0.01","66.34","96"
"Alachua","31 Jan 2014","49.39","39.64","60.78","88","0.00","0.00","70.69","96"
"Alachua","1 Feb 2014","62.78","54.21","74.03","95","0.00","0.00","79.49","96"
"Alachua","2 Feb 2014","66.05","61.03","74.21","96","0.00","0.00","81.07","96"
"Alachua","3 Feb 2014","70.19","60.91","80.60","87","0.00","0.00","150.38","96"
"Alachua","4 Feb 2014","68.12","58.42","80.85","91","0.00","0.00","120.08","96"
"Alachua","5 Feb 2014","69.94","62.35","74.53","93","0.53","0.34","60.76","96"
"Alachua","6 Feb 2014","49.66","43.82","61.75","81","0.49","0.11","81.49","96"
"Alachua","7 Feb 2014","49.46","46.49","54.59","92","0.02","0.01","43.23","96"
"Alachua","8 Feb 2014","50.70","46.13","55.08","92","0.16","0.02","52.17","96"
"Alachua","9 Feb 2014","51.48","37.68","67.50","83","0.00","0.00","187.84","96"
"Alachua","10 Feb 2014","54.68","40.20","71.44","80","0.00","0.00","188.96","96"
"Alachua","11 Feb 2014","56.41","41.98","73.74","82","0.00","0.00","175.81","96"
"Alachua","12 Feb 2014","49.73","46.09","57.20","99","0.20","0.03","26.57","96"
"Alachua","13 Feb 2014","46.01","38.81","60.37","88","0.00","0.00","101.43","96"
"Alachua","14 Feb 2014","48.16","32.59","62.38","75","0.00","0.00","201.06","96"
"Alachua","15 Feb 2014","53.26","43.37","62.89","72","0.04","0.02","202.85","96"
"Alachua","16 Feb 2014","50.60","34.19","66.83","69","0.00","0.00","202.73","96"
"Alachua","17 Feb 2014","55.78","37.60","74.50","69","0.00","0.00","198.52","96"
"Alachua","18 Feb 2014","60.78","43.90","76.55","74","0.00","0.00","185.19","96"
"Alachua","19 Feb 2014","66.15","53.74","80.15","72","0.00","0.00","195.21","96"
"Alachua","20 Feb 2014","66.26","50.00","82.99","76","0.00","0.00","202.15","96"
"Alachua","21 Feb 2014","68.16","62.55","72.12","94","1.63","0.56","43.74","96"
"Alachua","22 Feb 2014","65.33","55.02","75.83","86","0.00","0.00","144.00","96"
"Alachua","23 Feb 2014","57.80","53.20","63.52","98","1.19","0.11","18.46","96"
"Alachua","24 Feb 2014","63.02","58.98","71.17","96","0.03","0.01","67.34","96"
"Alachua","25 Feb 2014","65.02","56.55","76.73","83","0.00","0.00","186.37","96"
"Alachua","26 Feb 2014","59.27","51.15","63.34","98","1.18","0.14","31.25","96"
"Alachua","27 Feb 2014","48.78","44.40","56.59","74","0.01","0.01","156.12","96"
"Alachua","28 Feb 2014","49.63","32.69","65.88","65","0.00","0.00","230.60","96"
"Alachua","1 Mar 2014","55.60","42.48","72.10","79","0.00","0.00","194.09","96"
"Alachua","2 Mar 2014","60.22","46.94","76.87","77","0.00","0.00","216.06","96"
"Alachua","3 Mar 2014","64.88","51.03","76.84","85","0.00","0.00","166.32","96"
"Alachua","4 Mar 2014","55.38","45.66","66.52","92","0.02","0.01","44.78","96"
"Alachua","5 Mar 2014","46.60","44.57","50.13","98","0.35","0.05","33.83","96"
"Alachua","6 Mar 2014","51.31","46.20","54.93","96","1.18","0.28","25.49","96"
"Alachua","7 Mar 2014","44.40","40.87","47.16","89","0.00","0.00","51.48","96"
"Alachua","8 Mar 2014","52.04","35.94","68.54","77","0.01","0.01","235.63","96"
"Alachua","9 Mar 2014","59.37","43.09","74.05","71","0.00","0.00","219.05","96"
"Alachua","10 Mar 2014","63.20","50.31","77.79","69","0.00","0.00","200.70","96"
"Alachua","11 Mar 2014","65.21","52.97","78.35","71","0.00","0.00","204.51","96"
"Alachua","12 Mar 2014","67.68","61.39","75.31","78","0.00","0.00","188.57","96"
"Alachua","13 Mar 2014","52.47","41.12","62.87","51","0.00","0.00","252.17","96"
"Alachua","14 Mar 2014","53.69","33.75","71.55","67","0.00","0.00","249.18","96"
"Alachua","15 Mar 2014","60.68","45.55","75.58","74","0.00","0.00","224.19","96"
"Alachua","16 Mar 2014","67.42","55.60","79.93","76","0.00","0.00","190.83","96"
"Alachua","17 Mar 2014","61.07","58.69","64.09","96","2.15","0.22","26.56","96"
"Alachua","18 Mar 2014","59.60","55.65","65.03","90","0.68","0.13","135.56","96"
"Alachua","19 Mar 2014","58.59","53.15","71.24","87","0.00","0.00","144.65","96"
"Alachua","20 Mar 2014","63.19","51.26","77.68","76","0.00","0.00","245.78","96"
"Alachua","21 Mar 2014","65.09","50.94","78.22","69","0.00","0.00","244.46","96"
"Alachua","22 Mar 2014","68.60","60.64","80.53","72","0.00","0.00","215.01","96"
"Alachua","23 Mar 2014","66.47","56.14","76.10","87","0.00","0.00","138.15","96"
"Alachua","24 Mar 2014","59.92","55.33","64.89","80","0.00","0.00","119.92","96"
"Alachua","25 Mar 2014","60.38","50.45","71.15","58","0.00","0.00","237.01","96"
"Alachua","26 Mar 2014","48.36","37.06","60.51","44","0.00","0.00","259.36","96"
"Alachua","27 Mar 2014","55.65","41.75","67.64","75","0.00","0.00","105.17","96"
"Alachua","28 Mar 2014","66.49","58.66","74.89","85","0.99","0.15","99.03","96"
"Alachua","29 Mar 2014","67.96","61.48","73.22","92","1.30","0.60","87.80","96"
"Alachua","30 Mar 2014","59.09","49.66","70.90","64","0.00","0.00","274.19","96"
"Alachua","31 Mar 2014","59.25","44.38","77.97","67","0.00","0.00","249.92","96"
"Alachua","1 Apr 2014","63.40","43.67","82.54","66","0.00","0.00","272.26","96"
"Alachua","2 Apr 2014","66.34","47.75","85.69","72","0.00","0.00","260.09","96"
"Alachua","3 Apr 2014","67.98","54.32","82.45","76","0.00","0.00","254.13","96"
"Alachua","4 Apr 2014","68.34","57.34","80.24","80","0.00","0.00","223.22","96"
"Alachua","5 Apr 2014","71.40","63.63","80.46","80","0.00","0.00","169.07","96"
"Alachua","6 Apr 2014","71.99","64.18","83.12","76","0.00","0.00","223.90","96"
"Alachua","7 Apr 2014","73.72","65.25","84.36","79","0.03","0.02","146.13","96"
"Alachua","8 Apr 2014","66.37","58.93","73.42","83","0.49","0.08","180.28","96"
"Alachua","9 Apr 2014","61.03","52.59","71.67","70","0.00","0.00","258.70","96"
"Alachua","10 Apr 2014","62.57","46.60","76.86","70","0.00","0.00","269.88","96"
"Alachua","11 Apr 2014","67.04","51.80","80.11","71","0.00","0.00","252.14","96"
"Alachua","12 Apr 2014","69.52","57.34","81.05","70","0.00","0.00","268.20","96"
"Alachua","13 Apr 2014","69.59","56.26","81.59","74","0.00","0.00","217.34","96"
"Alachua","14 Apr 2014","72.33","64.99","82.78","79","0.02","0.01","207.53","96"
"Alachua","15 Apr 2014","67.00","50.14","77.22","90","0.29","0.12","74.38","96"
"Alachua","16 Apr 2014","53.54","40.72","64.45","77","0.00","0.00","238.86","96"
"Alachua","17 Apr 2014","62.36","51.60","71.73","85","0.00","0.00","150.54","96"
"Alachua","18 Apr 2014","67.11","63.16","72.39","94","0.52","0.12","32.38","96"
"Alachua","19 Apr 2014","64.10","59.02","67.96","94","0.02","0.01","83.52","96"
"Alachua","20 Apr 2014","58.67","55.18","63.10","91","0.00","0.00","107.67","96"
"Alachua","21 Apr 2014","63.67","53.74","72.99","83","0.01","0.01","210.87","96"
"Alachua","22 Apr 2014","66.59","54.39","77.90","79","0.00","0.00","241.10","96"
"Alachua","23 Apr 2014","70.86","60.44","83.07","78","0.00","0.00","251.40","96"
"Alachua","24 Apr 2014","72.34","63.64","83.70","78","0.00","0.00","229.27","96"
"Alachua","25 Apr 2014","71.49","60.96","82.58","79","0.00","0.00","237.00","96"
"Alachua","26 Apr 2014","74.58","66.04","87.12","75","0.00","0.00","251.94","96"
"Alachua","27 Apr 2014","74.78","61.18","86.88","74","0.00","0.00","244.07","96"
"Alachua","28 Apr 2014","76.44","64.90","88.12","73","0.00","0.00","270.92","96"
"Alachua","29 Apr 2014","73.46","67.19","85.10","85","0.00","0.00","166.74","96"
"Alachua","30 Apr 2014","74.03","69.26","82.47","82","0.00","0.00","164.94","96"
"Alachua","1 May 2014","72.92","69.03","82.62","88","0.29","0.24","155.60","96"
"Alachua","2 May 2014","63.70","59.85","68.86","97","1.19","0.26","58.43","96"
"Alachua","3 May 2014","61.98","57.25","68.61","93","0.65","0.30","102.27","96"
"Alachua","4 May 2014","68.29","53.40","83.79","72","0.00","0.00","295.61","96"
"Alachua","5 May 2014","73.72","58.73","88.99","66","0.00","0.00","293.58","96"
"Alachua","6 May 2014","73.07","58.14","88.00","69","0.00","0.00","294.32","96"
"Alachua","7 May 2014","74.78","58.77","89.11","70","0.00","0.00","291.08","96"
"Alachua","8 May 2014","77.32","63.46","88.86","70","0.02","0.01","282.35","96"
"Alachua","9 May 2014","77.55","68.92","88.09","74","0.00","0.00","267.76","96"
"Alachua","10 May 2014","77.17","68.50","87.35","74","0.00","0.00","241.55","96"
"Alachua","11 May 2014","72.91","68.25","83.89","88","0.07","0.03","123.48","96"
"Alachua","12 May 2014","75.87","64.80","87.55","76","0.01","0.01","264.19","96"
"Alachua","13 May 2014","75.90","65.39","86.34","77","0.00","0.00","263.28","96"
"Alachua","14 May 2014","74.63","68.83","84.70","89","0.44","0.17","174.34","96"
"Alachua","15 May 2014","72.77","64.09","81.27","93","1.80","0.65","98.20","96"
"Alachua","16 May 2014","64.42","53.44","75.97","67","0.00","0.00","304.71","96"
"Alachua","17 May 2014","65.65","52.88","78.01","63","0.00","0.00","300.95","96"
"Alachua","18 May 2014","68.29","50.56","82.67","67","0.00","0.00","285.05","96"
"Alachua","19 May 2014","71.83","58.33","84.38","74","0.00","0.00","276.66","96"
"Alachua","20 May 2014","71.18","60.28","81.84","73","0.00","0.00","256.45","96"
"Alachua","21 May 2014","72.25","55.85","87.37","72","0.00","0.00","285.35","96"
"Alachua","22 May 2014","76.48","64.40","88.61","74","0.00","0.00","272.82","96"
"Alachua","23 May 2014","78.81","66.90","90.82","74","0.00","0.00","277.86","96"
"Alachua","24 May 2014","80.02","69.96","91.09","75","0.00","0.00","257.53","96"
"Alachua","25 May 2014","75.11","65.08","92.32","83","1.99","0.86","230.49","96"
"Alachua","26 May 2014","74.85","65.73","87.67","83","0.00","0.00","234.87","96"
"Alachua","27 May 2014","76.09","66.58","86.09","81","0.00","0.00","233.30","96"
"Alachua","28 May 2014","74.72","67.91","86.13","86","0.00","0.00","202.17","96"
"Alachua","29 May 2014","74.15","66.52","88.09","86","0.30","0.06","215.77","96"
"Alachua","30 May 2014","74.00","67.23","88.23","87","0.63","0.29","191.57","96"
"Alachua","31 May 2014","74.69","68.25","84.81","90","0.13","0.09","172.45","96"
"Alachua","1 Jun 2014","73.68","69.64","82.69","92","0.28","0.09","161.65","96"
"Alachua","2 Jun 2014","74.01","66.24","81.84","79","0.01","0.01","220.26","96"
"Alachua","3 Jun 2014","73.33","63.25","83.62","76","0.00","0.00","247.22","96"
"Alachua","4 Jun 2014","74.51","62.89","85.33","77","0.00","0.00","222.91","96"
"Alachua","5 Jun 2014","77.26","64.44","87.76","75","0.00","0.00","260.89","96"
"Alachua","6 Jun 2014","79.26","69.01","89.69","78","0.00","0.00","251.34","96"
"Alachua","7 Jun 2014","76.45","67.84","87.62","84","0.51","0.28","246.10","96"
"Alachua","8 Jun 2014","77.61","70.09","89.69","87","0.11","0.07","237.23","96"
"Alachua","9 Jun 2014","79.41","70.02","91.60","81","0.01","0.01","251.65","96"
"Alachua","10 Jun 2014","77.25","69.19","88.90","84","0.17","0.12","215.20","96"
"Alachua","11 Jun 2014","74.61","69.62","81.86","88","0.06","0.04","192.51","96"
"Alachua","12 Jun 2014","73.90","70.38","79.90","91","0.01","0.01","109.99","96"
"Alachua","13 Jun 2014","76.19","71.56","83.66","88","0.07","0.05","193.68","96"
"Alachua","14 Jun 2014","75.76","71.38","84.34","90","0.09","0.02","160.31","96"
"Alachua","15 Jun 2014","75.23","69.67","86.45","88","0.00","0.00","185.26","96"
"Alachua","16 Jun 2014","75.88","67.08","89.76","86","0.01","0.01","207.79","96"
"Alachua","17 Jun 2014","77.85","66.34","89.53","81","0.00","0.00","257.52","96"
"Alachua","18 Jun 2014","78.24","67.01","89.29","78","0.00","0.00","270.50","96"
"Alachua","19 Jun 2014","79.04","67.37","91.42","78","0.00","0.00","242.20","96"
"Alachua","20 Jun 2014","80.22","68.92","91.72","75","0.53","0.44","275.35","96"
"Alachua","21 Jun 2014","78.17","68.92","89.78","82","0.00","0.00","237.42","96"
"Alachua","22 Jun 2014","76.25","69.30","86.79","89","0.64","0.26","151.83","96"
"Alachua","23 Jun 2014","76.13","69.91","82.65","90","0.01","0.01","140.52","96"
"Alachua","24 Jun 2014","77.59","69.26","87.24","87","0.35","0.19","192.62","96"
"Alachua","25 Jun 2014","80.37","71.08","90.77","81","0.00","0.00","250.70","96"
"Alachua","26 Jun 2014","81.33","74.26","89.64","80","0.00","0.00","252.61","96"
"Alachua","27 Jun 2014","82.97","74.66","92.05","75","0.00","0.00","275.56","96"
"Alachua","28 Jun 2014","83.39","73.53","93.69","73","0.00","0.00","273.89","96"
"Alachua","29 Jun 2014","82.66","72.75","92.48","76","0.00","0.00","256.36","96"
"Alachua","30 Jun 2014","81.13","71.73","91.80","77","0.00","0.00","258.79","96"
"Alachua","1 Jul 2014","81.08","70.75","91.54","76","0.00","0.00","266.97","96"
"Alachua","2 Jul 2014","81.10","72.23","91.71","80","0.00","0.00","234.62","96"
"Alachua","3 Jul 2014","78.06","71.85","90.14","86","0.25","0.09","170.59","96"
"Alachua","4 Jul 2014","76.82","70.45","86.52","90","0.09","0.06","155.21","96"
"Alachua","5 Jul 2014","77.50","69.73","90.21","87","2.33","1.09","206.29","96"
"Alachua","6 Jul 2014","75.53","69.12","89.17","89","0.01","0.01","220.36","96"
"Alachua","7 Jul 2014","78.47","69.03","88.56","84","0.00","0.00","238.31","96"
"Alachua","8 Jul 2014","78.78","71.37","86.52","85","0.01","0.01","173.49","96"
"Alachua","9 Jul 2014","79.63","69.55","89.17","79","0.00","0.00","272.84","96"
"Alachua","10 Jul 2014","76.92","72.32","86.13","90","0.06","0.03","155.28","96"
"Alachua","11 Jul 2014","77.26","69.64","89.96","85","2.80","1.14","207.24","96"
"Alachua","12 Jul 2014","74.01","71.13","83.79","95","0.42","0.08","81.92","96"
"Alachua","13 Jul 2014","78.86","70.54","89.58","86","0.01","0.01","238.85","96"
"Alachua","14 Jul 2014","76.78","71.83","88.59","90","0.04","0.02","152.73","96"
"Alachua","15 Jul 2014","75.94","72.63","86.02","93","0.93","0.33","130.70","96"
"Alachua","16 Jul 2014","76.22","72.03","83.12","94","0.75","0.20","132.90","96"
"Alachua","17 Jul 2014","79.28","70.03","89.67","83","0.00","0.00","229.58","96"
"Alachua","18 Jul 2014","81.10","71.80","91.62","77","0.00","0.00","262.88","96"
"Alachua","19 Jul 2014","78.53","72.72","88.74","88","0.53","0.53","167.30","96"
"Alachua","20 Jul 2014","80.25","70.56","89.10","84","0.00","0.00","230.46","96"
"Alachua","21 Jul 2014","76.97","72.61","85.37","90","0.08","0.08","160.51","96"
"Alachua","22 Jul 2014","77.58","70.95","90.52","87","0.77","0.33","232.37","96"
"Alachua","23 Jul 2014","80.51","70.30","91.18","83","0.01","0.01","250.89","96"
"Alachua","24 Jul 2014","81.14","71.28","90.63","81","0.00","0.00","251.96","96"
"Alachua","25 Jul 2014","81.10","73.40","89.60","83","0.00","0.00","233.17","96"
"Alachua","26 Jul 2014","80.29","73.81","87.51","87","0.35","0.27","175.63","96"
"Alachua","27 Jul 2014","82.75","75.43","91.58","82","0.00","0.00","239.70","96"
"Alachua","28 Jul 2014","82.51","76.35","91.26","86","0.22","0.19","202.85","96"
"Alachua","29 Jul 2014","81.88","71.76","91.09","79","0.01","0.01","260.67","96"
"Alachua","30 Jul 2014","77.79","66.36","89.19","74","0.00","0.00","270.40","96"
"Alachua","31 Jul 2014","78.91","67.03","90.84","78","0.01","0.01","214.81","96"
"Alachua","1 Aug 2014","79.84","71.71","89.64","78","0.00","0.00","243.34","96"
"Alachua","2 Aug 2014","78.01","69.28","92.57","85","0.07","0.06","223.86","96"
"Alachua","3 Aug 2014","79.23","73.44","88.25","88","0.08","0.07","205.13","96"
"Alachua","4 Aug 2014","78.02","73.89","87.51","91","0.19","0.18","169.71","96"
"Alachua","5 Aug 2014","80.56","73.29","90.32","84","0.00","0.00","217.42","96"
"Alachua","6 Aug 2014","80.91","73.36","93.49","81","0.00","0.00","226.01","96"
"Alachua","7 Aug 2014","80.68","72.37","92.84","82","0.00","0.00","228.15","96"
"Alachua","8 Aug 2014","77.99","72.07","89.64","91","1.38","0.68","141.19","96"
"Alachua","9 Aug 2014","80.16","72.86","88.93","87","0.19","0.17","185.39","96"
